省份,城市,确诊,疑似,治愈,死亡
湖北省,武汉,42752,0,4219,1381
湖北省,孝感,3320,0,523,75
湖北省,黄冈,2828,0,941,84
湖北省,荆州,1537,0,339,38
湖北省,随州,1278,0,198,25
湖北省,鄂州,1339,0,265,36
湖北省,襄阳,1163,0,182,21
湖北省,黄石,985,0,215,20
湖北省,荆门,900,0,143,33
湖北省,宜昌,904,0,186,24
湖北省,咸宁,868,0,204,10
湖北省,十堰,626,0,144,2
湖北省,天门,500,0,55,11
湖北省,仙桃,544,0,121,19
湖北省,恩施州,250,0,90,4
湖北省,潜江,185,0,27,6
湖北省,神农架林区,10,0,10,0
广东省,深圳,416,0,152,2
广东省,广州,339,0,132,0
广东省,东莞,91,0,19,1
广东省,佛山,84,0,23,0
广东省,珠海,98,0,41,0
广东省,中山,66,0,39,0
广东省,惠州,59,0,34,0
广东省,江门,23,0,5,0
广东省,汕头,25,0,14,0
广东省,湛江,22,0,11,0
广东省,茂名,14,0,3,0
广东省,肇庆,18,0,8,1
广东省,梅州,16,0,8,0
广东省,韶关,10,0,4,0
广东省,阳江,13,0,9,0
广东省,揭阳,8,0,4,0
广东省,潮州,5,0,1,0
广东省,清远,12,0,9,0
广东省,汕尾,5,0,2,0
广东省,河源,4,0,1,0
广东省,待明确地区,0,0,11,0
河南省,信阳,266,0,84,2
河南省,南阳,155,0,65,2
河南省,郑州,154,0,76,0
河南省,驻马店,139,0,75,0
河南省,周口,76,0,32,0
河南省,商丘,91,0,46,3
河南省,新乡,57,0,21,2
河南省,平顶山,58,0,24,1
河南省,安阳,52,0,24,0
河南省,许昌,38,0,11,0
河南省,焦作,32,0,7,1
河南省,漯河,34,0,12,0
河南省,洛阳,31,0,11,0
河南省,开封,26,0,8,0
河南省,鹤壁,19,0,5,0
河南省,濮阳,17,0,4,0
河南省,济源,5,0,0,0
河南省,三门峡,7,0,4,0
河南省,待明确地区,0,0,0,8
安徽省,蚌埠,158,0,19,5
安徽省,合肥,173,0,49,1
安徽省,阜阳,154,0,41,0
安徽省,亳州,108,0,35,0
安徽省,安庆,83,0,34,0
安徽省,六安,68,0,21,0
安徽省,宿州,41,0,16,0
安徽省,马鞍山,36,0,12,0
安徽省,芜湖,33,0,13,0
安徽省,淮南,27,0,8,0
安徽省,铜陵,29,0,11,0
安徽省,淮北,27,0,11,0
安徽省,池州,17,0,6,0
安徽省,滁州,13,0,7,0
安徽省,黄山,9,0,3,0
安徽省,宣城,6,0,4,0
安徽省,待明确地区,0,0,3,0
浙江省,温州,504,0,194,0
浙江省,宁波,156,0,68,0
浙江省,台州,146,0,64,0
浙江省,杭州,168,0,94,0
浙江省,嘉兴,43,0,14,0
浙江省,金华,55,0,30,0
浙江省,绍兴,42,0,19,0
浙江省,衢州,21,0,10,0
浙江省,丽水,17,0,11,0
浙江省,舟山,10,0,5,0
浙江省,湖州,10,0,5,0
江西省,南昌,229,0,95,0
江西省,九江,118,0,30,0
江西省,上饶,123,0,39,0
江西省,新余,129,0,46,0
江西省,宜春,106,0,30,0
江西省,赣州,76,0,20,1
江西省,抚州,72,0,28,0
江西省,萍乡,33,0,6,0
江西省,鹰潭,18,0,3,0
江西省,吉安,22,0,10,0
江西省,景德镇,6,0,3,0
江西省,赣江新区,1,0,0,0
湖南省,长沙,241,0,92,2
湖南省,岳阳,155,0,63,1
湖南省,常德,79,0,34,0
湖南省,株洲,78,0,35,0
湖南省,娄底,76,0,35,0
湖南省,邵阳,101,0,67,1
湖南省,益阳,59,0,30,0
湖南省,衡阳,48,0,28,0
湖南省,湘潭,35,0,16,0
湖南省,永州,43,0,30,0
湖南省,郴州,39,0,26,0
湖南省,怀化,40,0,34,0
湖南省,湘西自治州,8,0,6,0
湖南省,张家界,5,0,5,0
黑龙江省,哈尔滨,190,0,32,3
黑龙江省,双鸭山,52,0,4,2
黑龙江省,鸡西,46,0,2,0
