省份,城市,确诊,疑似,治愈,死亡
湖北省,武汉,44412,0,5038,1497
湖北省,孝感,3344,0,572,82
湖北省,黄冈,2844,0,1059,85
湖北省,荆州,1541,0,409,38
湖北省,鄂州,1343,0,301,37
湖北省,随州,1280,0,254,26
湖北省,襄阳,1165,0,230,22
湖北省,荆门,901,0,181,33
湖北省,黄石,983,0,284,25
湖北省,宜昌,907,0,208,25
湖北省,咸宁,832,0,228,10
湖北省,十堰,638,0,164,2
湖北省,天门,486,0,73,11
湖北省,仙桃,562,0,149,19
湖北省,恩施州,249,0,96,3
湖北省,潜江,185,0,40,6
湖北省,神农架林区,10,0,10,0
湖北省,待明确地区,0,0,12,0
广东省,深圳,416,0,182,2
广东省,广州,339,0,148,0
广东省,东莞,91,0,24,1
广东省,珠海,98,0,45,1
广东省,佛山,84,0,33,0
广东省,中山,66,0,40,0
广东省,惠州,62,0,38,0
广东省,江门,23,0,9,0
广东省,湛江,22,0,11,0
广东省,肇庆,18,0,8,1
广东省,茂名,14,0,6,0
广东省,汕头,25,0,18,0
广东省,梅州,16,0,10,0
广东省,韶关,10,0,5,0
广东省,阳江,13,0,9,0
广东省,揭阳,8,0,4,0
广东省,清远,12,0,9,0
广东省,汕尾,5,0,2,0
广东省,河源,4,0,1,0
广东省,潮州,5,0,4,0
河南省,信阳,268,0,86,2
河南省,南阳,155,0,66,2
河南省,郑州,156,0,77,0
河南省,驻马店,139,0,83,0
河南省,周口,76,0,34,0
河南省,商丘,91,0,50,3
河南省,新乡,57,0,24,3
河南省,平顶山,58,0,31,1
河南省,安阳,52,0,28,0
河南省,许昌,39,0,16,0
河南省,焦作,32,0,8,1
河南省,漯河,34,0,14,0
河南省,洛阳,31,0,13,1
河南省,开封,26,0,11,0
河南省,鹤壁,19,0,8,0
河南省,濮阳,17,0,7,0
河南省,济源,5,0,2,0
河南省,三门峡,7,0,5,0
河南省,待明确地区,0,0,10,6
安徽省,蚌埠,159,0,30,5
安徽省,合肥,173,0,75,1
安徽省,阜阳,155,0,64,0
安徽省,亳州,108,0,47,0
安徽省,安庆,83,0,44,0
安徽省,六安,69,0,30,0
安徽省,马鞍山,37,0,15,0
安徽省,宿州,41,0,20,0
安徽省,铜陵,29,0,12,0
安徽省,芜湖,33,0,17,0
安徽省,淮南,27,0,11,0
安徽省,淮北,27,0,13,0
安徽省,池州,17,0,6,0
安徽省,滁州,13,0,7,0
安徽省,黄山,9,0,6,0
安徽省,宣城,6,0,4,0
江西省,南昌,230,0,114,0
江西省,九江,118,0,33,0
江西省,上饶,123,0,47,0
江西省,宜春,106,0,33,0
江西省,新余,129,0,58,0
江西省,赣州,76,0,24,1
江西省,抚州,72,0,29,0
江西省,萍乡,33,0,7,0
江西省,鹰潭,18,0,3,0
江西省,吉安,22,0,11,0
江西省,景德镇,6,0,3,0
江西省,赣江新区,1,0,0,0
浙江省,温州,504,0,228,0
浙江省,台州,146,0,74,0
浙江省,宁波,156,0,89,0
浙江省,杭州,169,0,108,0
浙江省,嘉兴,44,0,17,0
浙江省,金华,55,0,33,0
浙江省,绍兴,42,0,20,0
浙江省,衢州,21,0,10,0
浙江省,舟山,10,0,5,0
浙江省,湖州,10,0,6,0
浙江省,丽水,17,0,14,0
湖南省,长沙,241,0,98,2
湖南省,岳阳,155,0,64,1
湖南省,株洲,78,0,40,0
湖南省,邵阳,102,0,71,1
湖南省,常德,79,0,49,0
湖南省,娄底,76,0,47,0
湖南省,益阳,59,0,35,0
湖南省,湘潭,35,0,17,0
湖南省,衡阳,48,0,32,0
湖南省,永州,43,0,30,0
湖南省,郴州,39,0,29,0
湖南省,怀化,40,0,37,0
湖南省,湘西自治州,8,0,7,0
湖南省,张家界,5,0,5,0
黑龙江省,哈尔滨,192,0,48,3
黑龙江省,鸡西,46,0,3,0
黑龙江省,双鸭山,52,0,8,3
黑龙江省,齐齐哈尔,43,0,10,1
黑龙江省,绥化,47,0,18,4
黑龙江省,大庆,23,0,7,1
黑龙江省,牡丹江,13,0,1,0
黑龙江省,七台河,17,0,6,0
黑龙江省,黑河,14,0,3,0
黑龙江省,佳木斯,15,0,12,0
黑龙江省,鹤岗,5,0,2,0
黑龙江省,伊春,1,0,0,0
黑龙江省,大兴安岭,2,0,2,0
四川省,成都,141,0,61,1
四川省,甘孜州,65,0,8,0
四川省,达州,40,0,11,0
四川省,南充,38,0,14,0
四川省,巴中,24,0,3,0
四川省,内江,22,0,6,0
四川省,德阳,17,0,1,0
四川省,泸州,20,0,5,0
四川省,广安,30,0,16,0
四川省,绵阳,22,0,10,0
四川省,凉山州,13,0,5,0
四川省,遂宁,17,0,10,0
四川省,攀枝花,16,0,11,0
四川省,宜宾,12,0,7,0
四川省,自贡,9,0,4,0
四川省,眉山,8,0,3,0
四川省,雅安,7,0,2,0
四川省,广元,6,0,4,0
四川省,乐山,3,0,2,0
四川省,资阳,3,0,2,0
四川省,阿坝州,1,0,1,0
四川省,待明确地区,0,0,0,2
江苏省,南京,93,0,38,0
江苏省,苏州,87,0,33,0
江苏省,淮安,66,0,32,0
江苏省,连云港,48,0,17,0
江苏省,徐州,79,0,51,0
江苏省,无锡,55,0,27,0
江苏省,常州,51,0,27,0
江苏省,南通,40,0,23,0
江苏省,泰州,37,0,22,0
江苏省,扬州,23,0,11,0
江苏省,宿迁,13,0,7,0
江苏省,镇江,12,0,6,0
江苏省,盐城,27,0,24,0
山东省,烟台,47,0,15,0
山东省,济南,47,0,17,0
山东省,潍坊,44,0,14,0
山东省,青岛,59,0,29,1
山东省,威海,38,0,10,0
山东省,德州,37,0,9,1
山东省,济宁,52,0,27,0
山东省,泰安,32,0,6,1
山东省,淄博,29,0,6,0
山东省,聊城,38,0,18,0
山东省,枣庄,24,0,10,0
山东省,日照,16,0,6,0
山东省,临沂,48,0,41,0
山东省,菏泽,18,0,13,0
山东省,滨州,15,0,10,0
重庆市,万州区,110,0,41,3
重庆市,江北区,28,0,8,0
重庆市,合川区,23,0,8,0
重庆市,潼南区,18,0,3,0
重庆市,綦江区,23,0,10,0
重庆市,垫江县,20,0,7,0
重庆市,奉节县,20,0,7,0
重庆市,南岸区,15,0,3,0
重庆市,长寿区,21,0,10,0
重庆市,两江新区,17,0,7,0
重庆市,九龙坡区,20,0,10,1
重庆市,云阳县,25,0,17,0
重庆市,忠县,20,0,12,0
重庆市,渝北区,16,0,8,0
重庆市,丰都县,10,0,3,0
重庆市,沙坪坝区,8,0,1,0
重庆市,渝中区,20,0,14,0
重庆市,开州区,20,0,13,1
重庆市,大足区,14,0,8,0
重庆市,石柱县,14,0,8,0
重庆市,铜梁区,9,0,4,0
重庆市,巫溪县,13,0,9,0
重庆市,巫山县,10,0,6,0
重庆市,荣昌区,9,0,5,0
重庆市,巴南区,6,0,2,0
重庆市,永川区,5,0,2,0
重庆市,高新区,4,0,1,0
重庆市,璧山区,9,0,7,0
重庆市,大渡口区,7,0,5,0
重庆市,彭水县,2,0,0,0
重庆市,江津区,4,0,3,0
重庆市,涪陵区,3,0,2,0
重庆市,酉阳县,1,0,0,0
重庆市,万盛经开区,1,0,0,0
重庆市,梁平区,4,0,4,0
重庆市,黔江区,2,0,2,0
重庆市,城口县,2,0,2,0
重庆市,武隆区,1,0,1,0
重庆市,秀山县,1,0,1,0
北京市,海淀区,61,0,0,0
北京市,朝阳区,58,0,0,0
北京市,西城区,52,0,0,0
北京市,丰台区,40,0,3,0
北京市,大兴区,39,0,2,0
北京市,昌平区,29,0,0,0
北京市,外地来京人员,26,0,2,0
北京市,通州区,18,0,1,0
北京市,房山区,16,0,3,0
北京市,石景山区,14,0,1,0
北京市,东城区,12,0,1,0
北京市,顺义区,10,0,0,0
北京市,怀柔区,7,0,0,0
北京市,密云区,7,0,0,0
北京市,门头沟区,3,0,2,0
北京市,延庆区,1,0,0,0
北京市,待明确地区,0,0,130,4
福建省,福州,71,0,33,0
福建省,莆田,55,0,19,0
福建省,泉州,46,0,13,0
福建省,厦门,35,0,10,0
福建省,宁德,26,0,12,0
福建省,南平,20,0,8,0
福建省,漳州,20,0,11,0
福建省,三明,14,0,5,0
福建省,龙岩,6,0,1,0
河北省,唐山,55,0,13,1
河北省,沧州,48,0,18,2
河北省,张家口,34,0,15,0
河北省,邯郸,31,0,13,0
河北省,石家庄,28,0,13,0
河北省,邢台,23,0,10,1
河北省,廊坊,30,0,20,0
河北省,秦皇岛,10,0,4,0
河北省,保定,32,0,27,0
河北省,承德,7,0,4,0
河北省,衡水,8,0,6,0
广西壮族自治区,南宁,54,0,23,0
广西壮族自治区,北海,44,0,14,1
广西壮族自治区,河池,23,0,3,1
广西壮族自治区,桂林,31,0,15,0
广西壮族自治区,柳州,24,0,10,0
广西壮族自治区,防城港,18,0,6,0
广西壮族自治区,来宾,11,0,0,0
广西壮族自治区,玉林,11,0,4,0
广西壮族自治区,钦州,8,0,1,0
广西壮族自治区,贵港,8,0,3,0
广西壮族自治区,贺州,4,0,0,0
广西壮族自治区,百色,3,0,2,0
广西壮族自治区,梧州,5,0,5,0
上海市,外地来沪人员,110,0,64,1
上海市,浦东新区,60,0,37,0
上海市,宝山区,21,0,7,0
上海市,徐汇区,18,0,6,0
上海市,松江区,14,0,6,0
上海市,静安区,16,0,9,0
上海市,普陀区,11,0,4,0
上海市,嘉定区,9,0,2,0
上海市,杨浦区,9,0,3,0
上海市,奉贤区,9,0,3,0
上海市,长宁区,13,0,8,0
上海市,闵行区,18,0,14,0
上海市,黄浦区,6,0,2,0
上海市,虹口区,7,0,4,0
上海市,崇明区,4,0,1,0
上海市,金山区,3,0,2,0
上海市,青浦区,5,0,5,0
上海市,待明确地区,0,0,9,1
陕西省,西安,118,0,44,0
陕西省,汉中,26,0,5,0
陕西省,渭南,15,0,4,0
陕西省,安康,25,0,15,0
陕西省,咸阳,17,0,8,0
陕西省,商洛,7,0,2,0
陕西省,宝鸡,13,0,9,0
陕西省,延安,8,0,6,0
陕西省,铜川,8,0,6,0
陕西省,榆林,3,0,1,0
陕西省,杨凌,1,0,0,0
陕西省,韩城,1,0,1,0
陕西省,待明确地区,0,0,1,0
云南省,昆明,53,0,15,0
云南省,昭通,25,0,2,0
云南省,西双版纳,15,0,4,0
云南省,玉溪,14,0,3,1
云南省,曲靖,13,0,6,0
云南省,保山,9,0,3,0
云南省,红河州,8,0,3,0
云南省,大理州,13,0,10,0
云南省,德宏州,5,0,2,0
云南省,楚雄州,4,0,1,0
云南省,文山州,2,0,0,0
云南省,普洱,4,0,3,0
云南省,丽江,7,0,7,0
云南省,临沧,1,0,1,0
海南省,三亚,54,0,22,1
海南省,海口,34,0,22,0
海南省,儋州,15,0,9,0
海南省,昌江,7,0,1,0
海南省,万宁,13,0,9,0
海南省,澄迈,9,0,4,1
海南省,陵水,4,0,1,0
海南省,临高,6,0,4,0
海南省,保亭,3,0,1,0
海南省,乐东,2,0,0,0
海南省,琼海,6,0,4,1
海南省,文昌,3,0,2,0
海南省,东方,3,0,2,0
海南省,定安,3,0,2,1
海南省,琼中,1,0,1,0
贵州省,贵阳,36,0,14,1
贵州省,遵义,32,0,15,0
贵州省,毕节,23,0,10,0
贵州省,黔南州,17,0,7,0
贵州省,黔东南州,10,0,4,0
贵州省,六盘水,10,0,6,1
贵州省,安顺,4,0,1,0
贵州省,铜仁,10,0,9,0
贵州省,黔西南州,4,0,4,0
天津市,宝坻区,53,0,12,2
天津市,河东区,15,0,7,1
天津市,北辰区,6,0,1,0
天津市,南开区,6,0,1,0
天津市,河北区,12,0,8,0
天津市,宁河区,4,0,0,0
天津市,外地来津人员,6,0,3,0
天津市,东丽区,4,0,1,0
天津市,和平区,6,0,4,0
天津市,河西区,4,0,2,0
天津市,滨海新区,3,0,1,0
天津市,武清区,2,0,1,0
天津市,西青区,4,0,4,0
天津市,红桥区,2,0,2,0
天津市,津南区,1,0,1,0
天津市,待明确地区,0,0,6,0
山西省,晋中,36,0,15,0
山西省,太原,19,0,8,0
山西省,晋城,10,0,3,0
山西省,长治,8,0,1,0
山西省,大同,12,0,6,0
山西省,运城,19,0,14,0
山西省,朔州,8,0,3,0
山西省,忻州,7,0,4,0
山西省,阳泉,4,0,1,0
山西省,临汾,2,0,1,0
山西省,吕梁,6,0,6,0
辽宁省,盘锦,11,0,0,0
辽宁省,大连,19,0,9,0
辽宁省,沈阳,28,0,19,0
辽宁省,葫芦岛,12,0,2,1
辽宁省,铁岭,7,0,1,0
辽宁省,锦州,12,0,7,0
辽宁省,阜新,8,0,3,0
辽宁省,鞍山,4,0,0,0
辽宁省,丹东,7,0,4,0
辽宁省,朝阳,6,0,3,0
辽宁省,本溪,3,0,3,0
辽宁省,辽阳,3,0,3,0
辽宁省,营口,1,0,1,0
内蒙古自治区,包头,11,0,1,0
内蒙古自治区,鄂尔多斯,11,0,3,0
内蒙古自治区,巴彦淖尔,8,0,0,0
内蒙古自治区,锡林郭勒盟,9,0,1,0
内蒙古自治区,呼和浩特,7,0,0,0
内蒙古自治区,通辽,7,0,0,0
内蒙古自治区,赤峰,9,0,3,0
内蒙古自治区,呼伦贝尔,7,0,1,0
内蒙古自治区,乌兰察布,3,0,1,0
内蒙古自治区,乌海市,2,0,0,0
内蒙古自治区,兴安盟,1,0,0,0
新疆维吾尔自治区,乌鲁木齐,23,0,8,0
新疆维吾尔自治区,伊犁州,18,0,6,0
新疆维吾尔自治区,兵团第四师,10,0,0,0
新疆维吾尔自治区,兵团第九师,4,0,0,0
新疆维吾尔自治区,巴州,3,0,0,0
新疆维吾尔自治区,兵团第十二师,3,0,0,0
新疆维吾尔自治区,昌吉州,4,0,2,0
新疆维吾尔自治区,吐鲁番市,3,0,1,0
新疆维吾尔自治区,兵团第八师石河子市,4,0,1,1
新疆维吾尔自治区,兵团第六师五家渠市,2,0,0,0
新疆维吾尔自治区,兵团第七师,1,0,1,0
新疆维吾尔自治区,阿克苏地区,1,0,1,0
吉林省,长春,45,0,19,0
吉林省,四平市,15,0,4,1
吉林省,辽源,7,0,1,0
吉林省,公主岭,6,0,2,0
吉林省,吉林市,5,0,3,0
吉林省,通化,3,0,1,0
吉林省,延边,5,0,4,0
吉林省,松原,2,0,1,0
吉林省,白城,1,0,0,0
吉林省,梅河口,1,0,1,0
宁夏回族自治区,吴忠,28,0,9,0
宁夏回族自治区,银川,33,0,25,0
宁夏回族自治区,固原,5,0,3,0
宁夏回族自治区,中卫,3,0,3,0
宁夏回族自治区,宁东,1,0,1,0
宁夏回族自治区,石嘴山,1,0,1,0
甘肃省,兰州,36,0,23,2
甘肃省,平凉,9,0,3,0
甘肃省,甘南,8,0,4,0
甘肃省,白银,4,0,1,0
甘肃省,定西,9,0,8,0
甘肃省,庆阳,3,0,2,0
甘肃省,天水,12,0,12,0
甘肃省,陇南,4,0,4,0
甘肃省,临夏,3,0,3,0
甘肃省,张掖,2,0,2,0
甘肃省,金昌,1,0,1,0
青海省,西宁,15,0,14,0
青海省,海北州,3,0,2,0
西藏自治区,拉萨,1,0,1,0
