省份,城市,确诊,疑似,治愈,死亡
湖北省,武汉,32994,0,1916,1036
湖北省,孝感,2874,0,207,49
湖北省,黄冈,2662,0,427,58
湖北省,荆州,1431,0,101,23
湖北省,随州,1160,0,62,14
湖北省,襄阳,1101,0,66,13
湖北省,鄂州,1065,0,95,30
湖北省,荆门,927,0,92,24
湖北省,黄石,911,0,113,9
湖北省,宜昌,810,0,72,11
湖北省,十堰,562,0,81,1
湖北省,咸宁,534,0,84,7
湖北省,仙桃,480,0,48,16
湖北省,天门,362,0,13,10
湖北省,恩施州,229,0,48,4
湖北省,潜江,94,0,8,5
湖北省,神农架林区,10,0,8,0
广东省,深圳,386,0,82,0
广东省,广州,323,0,71,0
广东省,珠海,87,0,21,0
广东省,佛山,78,0,17,0
广东省,东莞,67,0,7,0
广东省,中山,62,0,21,0
广东省,惠州,54,0,4,0
广东省,汕头,25,0,8,0
广东省,湛江,21,0,9,0
广东省,江门,21,0,4,0
广东省,肇庆,16,0,7,1
广东省,阳江,13,0,5,0
广东省,梅州,13,0,5,0
广东省,茂名,13,0,1,0
广东省,清远,12,0,5,0
广东省,揭阳,8,0,3,0
广东省,韶关,7,0,3,0
广东省,汕尾,5,0,1,0
广东省,潮州,5,0,0,0
广东省,河源,3,0,1,0
河南省,信阳,240,0,38,0
河南省,南阳,145,0,36,2
河南省,郑州,141,0,47,0
河南省,驻马店,134,0,31,0
河南省,商丘,87,0,14,0
河南省,周口,68,0,20,0
河南省,平顶山,56,0,15,1
河南省,新乡,54,0,7,1
河南省,安阳,50,0,10,0
河南省,许昌,34,0,3,0
河南省,漯河,33,0,6,0
河南省,洛阳,30,0,4,0
河南省,焦作,29,0,5,1
河南省,开封,25,0,2,0
河南省,鹤壁,19,0,4,0
河南省,濮阳,13,0,1,0
河南省,三门峡,7,0,3,0
河南省,济源,4,0,0,0
河南省,待明确地区,0,0,12,5
浙江省,温州,490,0,120,0
浙江省,杭州,162,0,63,0
浙江省,宁波,153,0,31,0
浙江省,台州,144,0,46,0
浙江省,金华,55,0,23,0
浙江省,嘉兴,42,0,6,0
浙江省,绍兴,41,0,15,0
浙江省,衢州,21,0,5,0
浙江省,丽水,17,0,9,0
浙江省,舟山,10,0,5,0
浙江省,湖州,10,0,4,0
湖南省,长沙,228,0,57,0
湖南省,岳阳,148,0,42,1
湖南省,邵阳,99,0,33,1
湖南省,常德,77,0,24,0
湖南省,株洲,75,0,14,0
湖南省,娄底,72,0,22,0
湖南省,益阳,59,0,22,0
湖南省,衡阳,45,0,23,0
湖南省,永州,43,0,18,0
湖南省,怀化,39,0,21,0
湖南省,郴州,38,0,15,0
